hospital_key,hospital_register_num,hospital_name,hospital_category,hospital_si,hospital_gu,hospital_dong,hospital_ceo,hospital_address,hospital_nation
BE_LiST21-0157,2140,아이템성형외과,의원,서울특별시,강남구,논현1동,김진성외1명,서울특별시 강남구 논현동 5 페이토㈜빌딩3층,
BE_LiST21-0158,2088,세진피부과의원,의원,서울특별시,강남구,압구정동,김세희,서울특별시 강남구 신사동 639-4 3층,
BE_LiST21-0159,2104,하나한의원,한의원,서울특별시,서초구,서초2동,박상채,서울특별시 서초구 서초동 1339-7,
BE_LiST21-0160,1959,오렌지성형외과의원,의원,서울특별시,강남구,압구정동,김영조외1명,서울특별시 강남구 신사동 587-21 3층,
BE_LiST21-0161,1960,유진성형외과의원,의원,서울특별시,강남구,청담동,강태조,서울특별시 강남구 청담동 141-13 5층,
BE_LiST21-0162,1964,한의본가한의원,한의원,서울특별시,서초구,잠원동,류홍선,"서울특별시 서초구 신반포로 257 (잠원동,뉴타운빌딩4층)",
BE_LiST21-0163,1973,스킨룩스한의원,한의원,서울특별시,강남구,압구정동,선우유정,서울특별시 강남구 신사동 592-4 2층,
BE_LiST21-0397,1101,씨앤피차앤박피부과의원,의원,서울특별시,강남구,신사동,박진성,"서울특별시 강남구 압구정로 168,재림빌딩4층(신사동)",
BE_LiST21-0007,22,드림성형외과의원,의원,서울특별시,강남구,압구정동,박양수,"서울특별시 강남구 논현로 848, 6층(신사동)","미국,일본,중국,"
BE_LiST21-0008,24,유로성형외과의원,의원,서울특별시,강남구,신사동,최준용,"서울특별시 강남구 신사동 586-7 지하1층,1층","미국,일본,중국,"
BE_LiST21-0009,25,정원성형외과의원,의원,서울특별시,강남구,압구정동,서만군,"서울특별시 강남구 신사동 598-6 삼신빌딩 5,6층","미국,일본,중국,러시아,몽골,베트남,"
BE_LiST21-0010,27,청담이지함피부과,의원,서울특별시,강남구,압구정동,지혜구,서울특별시 강남구 신사동 665-1 한양타운 4층,"일본,중국,러시아,몽골,"
BE_LiST21-0012,34,건국대학교병원,상급종합병원,서울특별시,광진구,화양동,한설희,서울특별시 광진구 능동로 120 -1(화양동),"미국,중국,러시아,"
BE_LiST21-0013,35,충무병원,종합병원,서울특별시,영등포구,영등포동,이도영,서울특별시 영등포구 영등포4가 93,
BE_LiST21-0014,40,드림피부과의원,의원,서울특별시,강남구,신사동,이호균,서울특별시 강남구 신사동 575번지 302호,"미국,일본,중국,"
BE_LiST21-0015,44,조수영성형외과,의원,서울특별시,강남구,논현1동,조수영,"서울특별시 강남구 논현동 50-5 지층,1,2,3,4층","미국,일본,중국,"
BE_LiST21-0016,45,세인성형외과,의원,서울특별시,강남구,압구정동,차상면,서울특별시 강남구 신사동 600-1 ISA 빌딩7층,"미국,일본,중국,러시아,몽골,"
BE_LiST21-0017,46,씨알비뇨기과의원,의원,서울특별시,마포구,아현동,문현준,"서울특별시 마포구 마포대로 109 (공덕동,3층(롯데케슬프레지던트))","미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-0018,48,대영성형외과,의원,서울특별시,강남구,압구정동,안동현,서울특별시 강남구 신사동 661-1 2층 3호,"미국,일본,중국,"
BE_LiST21-0019,51,CU클린업피부과의원,의원,서울특별시,강남구,청담동,오정준,서울특별시 강남구 선릉로 832 소나무빌딩 2층,"미국,일본,중국,러시아,몽골,"
BE_LiST21-0020,52,CU클린업피부과의원,의원,서울특별시,서초구,서초4동,송민규,서울특별시 서초구 강남대로 429 유창빌딩10층,"미국,일본,중국,러시아,몽골,"
BE_LiST21-0021,53,클린업피부과의원,의원,서울특별시,노원구,상계6.7동,유정호,서울특별시 노원구 상계동 727-1 조광빌딩 7층 701호,"미국,일본,중국,러시아,"
BE_LiST21-0022,54,클린업피부과,의원,서울특별시,영등포구,영등포동,민형근,"서울특별시 영등포구 영중로 35 (영등포동4가, 65-13층 일부)",
BE_LiST21-0023,55,클린업피부과삼성점,의원,서울특별시,강남구,삼성1동,김희중,"서울특별시 강남구 테헤란로87길 17 마젤란 21 아스테리움 203,204호","미국,일본,중국,러시아,몽골,"
BE_LiST21-0024,59,에이플러스치과병원,치과병원,서울특별시,강남구,압구정동,김욱동외2명,"서울특별시 강남구 언주로 860 (신사동,에이플러스빌딩4,5,6층)","미국,"
BE_LiST21-0025,61,아가의원,의원,서울특별시,강남구,역삼2동,김영수,서울특별시 강남구 역삼2동 727-7 휴먼빌딩 2층,"일본,"
BE_LiST21-0026,64,리더스헬스케어영상의학과의원,의원,서울특별시,강남구,역삼1동,박영근,"서울특별시 강남구 역삼동 701 서울상록회관 1층, 2층","미국,일본,중국,러시아,"
BE_LiST21-0027,65,예송이비인후과,의원,서울특별시,강남구,압구정동,김형태,서울특별시 강남구 신사동 638-13 쌍봉빌딩 2층,"미국,일본,중국,"
BE_LiST21-0028,68,레알성형외과의원,의원,서울특별시,강남구,신사동,김수신,서울특별시 강남구 신사동 580 아세아빌딩 202,"일본,중국,"
BE_LiST21-0029,78,(사)삼성생명공익재단삼성서울병원,상급종합병원,서울특별시,강남구,일원본동,송재훈,서울특별시 강남구 일원로 81(일원동),"러시아,몽골,"
BE_LiST21-0030,81,이미지한의원,한의원,서울특별시,마포구,서교동,홍성민,서울특별시 마포구 동교동 185-17 2층,"미국,일본,중국,"
BE_LiST21-0031,82,유씨강남치과의원,치과의원,서울특별시,강남구,청담동,정해웅,"서울특별시 강남구 도산대로 427 (청담동,파모스빌딩3층)","미국,일본,중국,"
BE_LiST21-0032,83,와이케이콜럼비아치과의원,치과의원,서울특별시,강남구,신사동,윤우성,"서울특별시 강남구 신사동 579 현대카로시티 401,402호","미국,일본,중국,"
BE_LiST21-0033,85,베스트웰김진왕성형외과의원,의원,서울특별시,강남구,압구정동,김진왕,"서울특별시 강남구 신사동 638-5 301호, 302호일부","미국,일본,"
BE_LiST21-0034,86,지에스(GS)안과,의원,서울특별시,강남구,역삼1동,김무연,서울특별시 강남구 역삼동 825 8층,"미국,일본,중국,"
BE_LiST21-0035,87,케이스성형외과의원,의원,서울특별시,강남구,압구정동,김광섭,서울특별시 강남구 신사동 637-14 귀선빌딩 4층,"미국,일본,중국,"
BE_LiST21-0036,90,삼성라인성형외과의원,의원,서울특별시,강남구,신사동,신현덕,서울특별시 강남구 신사동 586-4,"일본,중국,"
BE_LiST21-0037,99,해피부과의원,의원,서울특별시,서초구,잠원동,김승일,서울특별시 서초구 잠원동 60-3 매일종합상가 306호,"미국,일본,중국,"
BE_LiST21-0038,105,의료법인하나로의료재단,의원,서울특별시,종로구,종로1.2.3.4가동,이경률,서울특별시 종로구 인사동 194-4,
BE_LiST21-0040,115,메리트안과,의원,서울특별시,강남구,논현1동,박현준,서울특별시 강남구 논현동 37-17 삼경빌딩 3층,"일본,중국,몽골,"
BE_LiST21-0041,117,이화의대부속목동병원,상급종합병원,서울특별시,양천구,목5동,이순남,서울특별시 양천구 안양천로 1071(목동),"미국,러시아,베트남,"
BE_LiST21-0042,122,(재)한국의학연구소,의원,서울특별시,종로구,사직동,이규장,"서울특별시 종로구 세종대로23길 54 (당주동,세종빌딩1~4층)","미국,일본,중국,"
BE_LiST21-0043,3355,의료법인 서광의료재단 성북중앙병원,병원,서울특별시,성북구,종암동,김광천,서울특별시 성북구 종암로 72 (종암동),
BE_LiST21-0044,3349,다이아몬드치과의원,치과의원,서울특별시,서초구,방배1동,손은숙,"서울특별시 서초구 방배로 95 (방배동,서경빌딩4층)",
BE_LiST21-1034,3184,이엘치과의원,치과의원,서울특별시,영등포구,당산2동,노형태외2명,"서울특별시 영등포구 당산동5가 16-3, 3층",
BE_LiST21-1035,3182,시즈까의원,의원,서울특별시,중구,명동,손용인,"서울특별시 중구 명동8가길 31(충무로2가, 진고개빌딩7층)",
BE_LiST21-0907,2574,나무성형외과의원,의원,서울특별시,서초구,서초4동,곽인수,"서울특별시 서초구 강남대로 399 몬테소리빌딩 2, 4층",
BE_LiST21-0908,2591,강남런던치과의원,치과의원,서울특별시,강남구,역삼1동,이창규,서울특별시 강남구 역삼1동 648-26 원빌딩 5층,
BE_LiST21-0909,2579,탑성형외과의원,의원,서울특별시,강남구,논현2동,정성일,"서울특별시 강남구 논현동 254-4, 보성럭스타운 3층",
BE_LiST21-0910,2553,제이피(JP)성형외과,의원,서울특별시,강남구,신사동,최종필,"서울특별시 강남구 압구정로28길 24, 3층(신사동)",
BE_LiST21-0911,2564,소문난치과,치과의원,서울특별시,동대문구,답십리1동,명재원,"서울특별시 동대문구 천호대로 263 답십리동, 7층",
BE_LiST21-0913,2572,의료법인 문원의료재단 서울병원,병원,서울특별시,송파구,가락본동,조효진,서울특별시 송파구 오금로 290,
BE_LiST21-0914,2580,우진세상의원,의원,서울특별시,강남구,신사동,이철훈,"서울특별시 강남구 신사동 582-2, 삼기빌딩 (5, 6층)",
BE_LiST21-0915,2578,압구정연세안과의원,의원,서울특별시,강남구,압구정동,이동호,서울특별시 강남구 신사동 638-13 쌍봉빌딩 3층,
BE_LiST21-0916,2603,에코이비인후과의원,의원,서울특별시,동작구,상도1동,임상균,"서울특별시 동작구 상도로 356, 2층",
BE_LiST21-0917,2576,프리미어중앙치과의원,치과의원,서울특별시,중구,소공동,한상훈,서울특별시 중구 서소문동 57-10 정안빌딩 802호,
BE_LiST21-0918,2589,클레이성형외과의원,의원,서울특별시,서초구,반포1동,전형식,"서울특별시 서초구 강남대로 483 (반포동,청호빌딩5층)",
BE_LiST21-0920,2678,모아한의원,한의원,서울특별시,강서구,우장산동,우배언,"서울특별시 강서구 강서로 348 (내발산동,우장산힐스테이트상가4층402,403,404호)",
BE_LiST21-0921,2597,기린성형외과의원,의원,서울특별시,강남구,역삼1동,송훈,서울특별시 강남구 역삼동 821 이즈타워 3층,
BE_LiST21-0922,2604,인정병원,병원,서울특별시,은평구,응암3동,김병인,서울특별시 은평구 응암로 164 (응암동),
BE_LiST21-0923,2602,아트라인의원,의원,서울특별시,강남구,압구정동,배진만,"서울특별시 강남구 언주로 168길 5, 5층(신사동, 지미안빌딩)",
BE_LiST21-0924,2621,에이치투오의원,의원,서울특별시,강남구,청담동,이용,"서울특별시 강남구 청담동 100-4, 이유덕부띠끄빌딩4층A",
BE_LiST21-0925,2660,보자르성형외과의원,의원,서울특별시,강남구,신사동,배강익,서울특별시 강남구 신사동 577-5 카로시티 1(5층),
BE_LiST21-0926,2610,강남송도외과의원,의원,서울특별시,강남구,논현2동,김건욱,"서울특별시 강남구 논현동 241-7, 9층",
BE_LiST21-0928,3352,윈의원(명동),의원,서울특별시,중구,명동,윤철수,"서울특별시 중구 퇴계로 109 (충무로1가,2431빌딩4층,5층)",
BE_LiST21-0929,2616,봄날에 치과의원,치과의원,서울특별시,관악구,청룡동,"강세원,장수정",서울특별시 관악구 남부순환로 1812 윤건빌딩6층,
BE_LiST21-0931,2611,노종훈성형외과의원,의원,서울특별시,강남구,신사동,노종훈,서울특별시 강남구 신사동 579 카로시티2빌딩3층,
BE_LiST21-0932,2644,스타필의원,의원,경기도,고양시 덕양구,성사1동,김도훈,"경기도 고양시 덕양구 호국로789번길 6, 3층(주교동, 중앙빌딩)",
BE_LiST21-0933,2663,경희소나무한의원,한의원,서울특별시,강서구,등촌3동,김경태,"서울특별시 강서구 공항대로41길 52, 금와빌딩 4층(등촌동)",
BE_LiST21-0934,2629,압구정르네의원,의원,서울특별시,강남구,압구정동,김호영,"서울특별시 강남구 선릉로 827 (신사동, 수림상사빌딩3층)",
BE_LiST21-0935,2631,두한성형외과의원,의원,서울특별시,강남구,압구정동,신두한,"서울특별시 강남구 신사동 638-13, 쌍봉빌딩302호",
BE_LiST21-0936,2688,세미성형외과의원,의원,서울특별시,강남구,신사동,박상현,"서울특별시 강남구 신사동 582, 3층",
BE_LiST21-0937,2645,유디강남치과의원,치과의원,서울특별시,강남구,역삼1동,진세식,"서울특별시 강남구 역삼동 825, 미진프라자 10층",
BE_LiST21-0938,2659,참튼튼병원,병원,서울특별시,노원구,상계6.7동,석봉길,"서울특별시 노원구 노해로 502 (2층,3층,5층)",
BE_LiST21-0939,2637,제이에스미의원,의원,서울특별시,강남구,역삼1동,노승혜,서울특별시 강남구 역삼1동 825-9 준빌딩(7층),
BE_LiST21-0940,2689,삼성드림이비인후과,의원,서울특별시,종로구,종로1.2.3.4가동,신일호,서울특별시 종로구 종로 70 고려빌딩3~4층(관철동),
BE_LiST21-0941,2647,강남고려병원,종합병원,서울특별시,관악구,행운동,김병욱,서울특별시 관악구 행운동 36-83번지,
BE_LiST21-0942,2649,나의미래피부과의원,의원,서울특별시,영등포구,여의동,"정진영,도정은",서울특별시 영등포구 국제금융로2길 7 두레빌딩 3층,
BE_LiST21-0943,2681,세바른병원,병원,서울특별시,강서구,등촌1동,김순권,"서울특별시 강서구 양천로 600 (등촌동,지하1층,2,7,8,9,10층)",
BE_LiST21-0944,2690,리영의원,의원,서울특별시,서초구,서초4동,임채선,"서울특별시 서초구 강남대로 403, 6층(서초동)",
BE_LiST21-0945,2686,베네치아치과의원,치과의원,서울특별시,중구,광희동,장명규,"서울특별시 중구 을지로 6가 18-185,밀리오레 13층",
BE_LiST21-0946,2672,강남유외과의원,의원,서울특별시,서초구,서초4동,조윤선,서울특별시 서초구 강남대로 437 (대원빌딩 9층),
BE_LiST21-0947,2664,스카이(sky)치과의원,치과의원,서울특별시,강남구,역삼1동,이성은,"서울특별시 강남구 테헤란로26길 10 (역삼동,성보빌딩3층)",
BE_LiST21-0948,2835,킹콩치과의원,치과의원,서울특별시,강남구,역삼1동,박광수,"서울특별시 강남구 강남대로 390, 미진프라자20층(역삼동)",
BE_LiST21-0949,2668,일맥한의원,한의원,서울특별시,서초구,서초4동,김용민,서울특별시 서초구 서초동 1318-5 대준빌딩 602,
BE_LiST21-0950,2701,신세계정치과의원,치과의원,서울특별시,중구,명동,정재승,서울특별시 중구 소공로63 신세계백화점 13층,
BE_LiST21-1076,3211,연세방병원,병원,서울특별시,노원구,공릉1동,방한천,"서울특별시 노원구 동일로197길 11 (공릉동,공삼빌딩2,3,4층)",
BE_LiST21-1077,3219,서울위드성형외과,의원,서울특별시,강남구,압구정동,이성주,서울 강남구 신사동 592,
BE_LiST21-1078,3243,프라임 성형외과,의원,서울특별시,강남구,신사동,김성호외1인,서울특별시 강남구 신사동 570-12 낙산프라자4층,
BE_LiST21-1079,3309,빙빙한의원,한의원,서울특별시,강남구,논현1동,윤승일,"서울특별시 강남구 강남대로 596 (논현동,극동IND빌딩7층)",
BE_LiST21-1080,3268,CNP차앤박피부과,의원,서울특별시,중구,명동,양정은외1명,서울특별시 중구 명동2가 32-5 6층,
BE_LiST21-1081,3245,하늘안과의원,의원,서울특별시,강남구,역삼1동,이창건,"서울특별시 강남구 강남대로 318(역삼동,타워8373층~6층)",
BE_LiST21-1083,3234,사랑플러스병원,병원,서울특별시,강동구,명일1동,국희균,서울특별시 강동구 양재대로 1580 (명일동),
BE_LiST21-1084,3220,위드성형외과,의원,서울특별시,강남구,압구정동,김지혁,"서울특별시 강남구 논현로 834(신사동,윤성빌딩3층)",
BE_LiST21-1085,3248,신현태성형외과,의원,서울특별시,강남구,역삼1동,신현태,서울 강남구 역삼동 825-15,
BE_LiST21-1086,3252,체인지의원,의원,서울특별시,강남구,청담동,장두열외1명,"서울특별시 강남구 압구정로 443 (청담동,5층)","미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1088,3236,우보한의원,한의원,서울특별시,강남구,압구정동,이진혁,"서울특별시 강남구 압구정로36길 12(신사동,메디컬빌딩301호)",
BE_LiST21-1089,3232,스카이성형외과,의원,서울특별시,강남구,역삼1동,이수상,"서울특별시 강남구 강남대로 370 (역삼동,강남크리닉4층,6층)",
BE_LiST21-1090,3241,루체치과의원,치과의원,서울특별시,강남구,압구정동,이상영,서울특별시 강남구 신사동 652 3층4층,
BE_LiST21-1091,3257,브랜뉴의원,의원,서울특별시,강남구,청담동,윤성은,"서울특별시 강남구 도산대로81길 25 (청담동,3층)",
BE_LiST21-1092,3369,청다민치과,치과의원,서울특별시,마포구,상암동,김영욱,"서울특별시 마포구 월드컵북로 400 (상암동,문화콘텐츠센터B13-4호)",
BE_LiST21-1094,3256,강남하나로의원,의원,서울특별시,강남구,역삼2동,이경률,"서울 강남구 테헤란로 326 (역삼동,태보역삼아이타워 7층~11층)",
BE_LiST21-1095,3258,닥터오 에스클리닉,의원,서울특별시,강남구,압구정동,오명진,서울특별시 강남구 신사동 639-3 극동빌딩4층,
BE_LiST21-1096,3267,강남리즈의료생활협동조합,의원,서울특별시,구로구,구로4동,유광순,"서울특별시 구로구 도림로23길 2 (구로동,한호빌딩2층)",
BE_LiST21-1097,3260,서울프라임병원,병원,서울특별시,성동구,성수2가3동,원은영외1명,"서울특별시 성동구 동일로 133 (성수동2가,지하1층-6층)",
BE_LiST21-1098,3277,페리오플란트치과의원,치과의원,서울특별시,동대문구,전농2동,현영근,"서울특별시 동대문구 전농로 136 (전농동,지하1층)",
BE_LiST21-1099,3357,한강수병원,병원,서울특별시,영등포구,양평1동,최재구외2명,"서울특별시 영등포구 영등포로 83 (양평동1가,5)","일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1100,3282,규림한의원,한의원,서울특별시,강남구,압구정동,성호영,"서울특별시 강남구 압구정로30길 23 (신사동,미승빌딩5층)",
BE_LiST21-1101,3281,더가정의학과의원,의원,서울특별시,중구,명동,송소선,"서울특별시 중구 을지로 30 (소공동,롯데호텔본관6층)",
BE_LiST21-0353,924,(의료)제민의료재단동서한방병원,한방병원,서울특별시,서대문구,연희동,박상동,서울특별시 서대문구 연희동 194-37,
BE_LiST21-0231,404,하늘느낌피부과,의원,서울특별시,강남구,압구정동,최천필,"서울특별시 강남구 도산대로49길 13 (신사동,스마트익스체인지3층)","미국,일본,중국,"
BE_LiST21-0232,405,파크에비뉴치과의원,치과의원,서울특별시,강남구,역삼1동,박동원,서울특별시 강남구 역삼동 659 2층,"미국,일본,몽골,"
BE_LiST21-0233,406,우태하피부과,의원,서울특별시,송파구,잠실3동,정예리외1명,서울특별시 송파구 잠실동 40 갤러리아팰리스 201호,"미국,일본,중국,"
BE_LiST21-0234,419,김재중성형외과의원,의원,서울특별시,강남구,압구정동,김재중,서울특별시 강남구 신사동 666-32 2층,"일본,중국,"
BE_LiST21-0235,422,신학철피부과의원,의원,서울특별시,강남구,대치2동,신학철,서울특별시 강남구 대치동 959-3 스킨빌딩,
BE_LiST21-0236,427,비알(BR) 바람성형외과의원,의원,서울특별시,강남구,신사동,심경보,서울특별시 강남구 신사동 586-15 BR빌딩,"미국,일본,중국,러시아,몽골,"
BE_LiST21-0237,429,혜화영상의학과의원,의원,서울특별시,종로구,혜화동,추연명,서울특별시 종로구 창경궁로 233 (명륜4가),"미국,일본,중국,러시아,몽골,"
BE_LiST21-0238,435,아미케어김소형한의원,한의원,서울특별시,강남구,압구정동,김소형,서울특별시 강남구 신사동 592 윤성빌딩지하 1층,"일본,중국,"
BE_LiST21-0239,439,미예로뷰티치과의원,치과의원,서울특별시,강남구,논현2동,장계순,서울특별시 강남구 논현동 244-4 3층,"미국,일본,중국,"
BE_LiST21-0240,456,가산의료재단광동한방병원,한방병원,서울특별시,강남구,삼성1동,이강남,서울특별시 강남구 삼성동 161,"미국,일본,중국,"
BE_LiST21-0241,458,미래의원,의원,서울특별시,강남구,논현2동,김종환,서울특별시 강남구 논현동 221-16,"일본,중국,"
BE_LiST21-0242,464,호산산부인과병원,병원,서울특별시,강남구,압구정동,방장훈,서울특별시 강남구 신사동 617-5,"미국,일본,중국,러시아,몽골,"
BE_LiST21-0243,467,KS병원,병원,서울특별시,강남구,역삼1동,박용범외3명,서울특별시 강남구 역삼동 682-23,"미국,일본,"
BE_LiST21-0244,468,엠치과의원,치과의원,서울특별시,강남구,청담동,이진규,"서울특별시 강남구 청담동 63-12, 3층","미국,일본,중국,러시아,"
BE_LiST21-0245,475,우리들병원,종합병원,서울특별시,강남구,청담동,이상호,서울특별시 강남구 학동로 445 (청담동),"미국,일본,중국,러시아,몽골,"
BE_LiST21-0246,479,강남고운세상성형외과의원,의원,서울특별시,서초구,서초4동,이병회외1명,"서울특별시 서초구 강남대로 405, 통영빌딩 12층(서초동)","중국,"
BE_LiST21-0247,483,바로일성형외과의원,의원,서울특별시,서초구,잠원동,양현진,서울특별시 서초구 잠원동 20-9 휴먼타워B1,"미국,일본,중국,러시아,"
BE_LiST21-0248,489,서울스페셜수면의원,의원,서울특별시,강남구,논현1동,한진규,"서울특별시 강남구 논현동 34-21 1,2층","미국,일본,중국,"
BE_LiST21-0249,492,에이덴치과의원,치과의원,서울특별시,강남구,논현2동,조현기,서울특별시 강남구 논현동 74-24 2층,"미국,"
BE_LiST21-0250,494,"의료법인우리들의료재단,우리들병원",종합병원,서울특별시,강서구,공항동,이상운,서울특별시 강서구 하늘길 70 (과해동),"미국,일본,중국,러시아,중동,몽골,"
BE_LiST21-0251,500,쉬즈웰산부인과의원,의원,서울특별시,마포구,서교동,이연은,서울특별시 마포구 노고산동 57-4 카리스빌딩 8층,"미국,일본,중국,"
BE_LiST21-0252,507,멘파워비뇨기과의원,의원,서울특별시,중구,회현동,김형진,서울특별시 중구 회현동3가 1-5,"미국,일본,중국,"
BE_LiST21-0253,508,멘파워비뇨기과의원,의원,서울특별시,서초구,서초3동,권순생,서울특별시 서초구 서초동 1602-1 삼경빌딩 3층,"미국,일본,중국,"
BE_LiST21-0254,511,임이석테마피부과의원,의원,서울특별시,서초구,잠원동,임이석,"서울특별시 서초구 강남대로 613 (잠원동,성락빌딩2,3,5층)","일본,중국,러시아,"
BE_LiST21-0256,530,규림한의원,한의원,서울특별시,중구,명동,김예로미,"서울특별시 중구 퇴계로 127, 한덕빌딩3층 (충무로2가)",
BE_LiST21-0257,537,서울밝은세상안과의원,의원,서울특별시,강남구,압구정동,이종호,"서울특별시 강남구 신사동 665-1 한양타운 2,6,7층","미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-0258,538,목동예치과병원,치과병원,서울특별시,양천구,신정4동,유종희외5명,"서울특별시 양천구 오목로 199 (신정동,호애빌딩)","미국,일본,중국,"
BE_LiST21-0259,541,리즈산부인과,의원,서울특별시,강남구,청담동,이형근,"서울특별시 강남구 압구정로 416 (청담동,더트리니티플레이스8층)","미국,일본,중국,"
BE_LiST21-0260,571,이즈치과의원,치과의원,서울특별시,구로구,구로3동,채규창,서울특별시 구로구 구로동 212-1 에이스테크노트윈타워 1차 2층,"미국,일본,중국,몽골,"
BE_LiST21-0261,559,우정치과의원,치과의원,서울특별시,관악구,인헌동,단정배외1명,서울특별시 관악구 봉천동 1659-5 자티전자벤처빌딩 204호,"미국,일본,중국,러시아,몽골,"
BE_LiST21-0262,560,강남이엘치과의원,치과의원,서울특별시,강남구,역삼2동,강주성,"서울특별시 강남구 역삼동 754 개나리래미안상가 305,306,307호","미국,일본,"
BE_LiST21-0263,563,하나이비인후과병원,병원,서울특별시,강남구,역삼2동,이상덕외2명,서울특별시 강남구 역삼동 732-19,"미국,일본,중국,"
BE_LiST21-0264,568,연치과의원,치과의원,서울특별시,용산구,원효로2동,윤종일,서울특별시 용산구 원효로 3가 1-36,"미국,일본,중국,"
BE_LiST21-0266,579,석플란트치과병원,치과병원,서울특별시,강남구,논현2동,노석,서울특별시 강남구 도산대로 238,"미국,일본,중국,러시아,"
BE_LiST21-0267,582,가야치과병원,치과병원,서울특별시,서초구,방배4동,최광춘외7명,서울특별시 서초구 방배동 852-20 수운빌딩 5층,
BE_LiST21-0268,595,오라클피부과의원동대문점,의원,서울특별시,동대문구,장안1동,최성욱,서울특별시 동대문구 장안동 371-1 삼성쉐르빌 318~320호,
BE_LiST21-0195,297,강남가드비뇨기과의원,의원,서울특별시,서초구,서초4동,김하영,서울특별시 서초구 서초동 1318- 5 대준빌딩 5층 2호,"미국,일본,중국,러시아,몽골,"
BE_LiST21-0196,298,강한피부과의원,의원,서울특별시,관악구,신림동,조성빈,서울특별시 관악구 신림동 1433-38,"미국,일본,중국,"
BE_LiST21-0197,300,강한피부과의원,의원,서울특별시,서초구,서초1동,강진수,서울특별시 서초구 서초동 1673-2 강한미크리닉빌딩 9층,"미국,일본,중국,"
BE_LiST21-0199,305,메이저성형외과,의원,서울특별시,성북구,동선동,유상철,"서울특별시 성북구 아리랑로 9 (동소문동6가,산맥프라자6층)","일본,중국,"
BE_LiST21-0200,310,주은성형외과의원,의원,서울특별시,강남구,신사동,이영길,서울특별시 강남구 신사동 583-3 JB 미소빌딩 306호,"미국,일본,중국,러시아,몽골,"
BE_LiST21-0201,311,가인성형외과의원,의원,서울특별시,강남구,신사동,최해천,"서울특별시 강남구 논현로 867 (신사동,한승빌딩6층)","일본,중국,몽골,"
BE_LiST21-0202,312,경희대학교병원,상급종합병원,서울특별시,동대문구,이문1동,임영진,서울특별시 동대문구 경희대로 23 경희의료원,"일본,중국,러시아,"
BE_LiST21-0203,313,경희대학교치과병원,치과병원,서울특별시,동대문구,이문1동,임영진,서울특별시 동대문구 경희대로 23 경희의료원,"일본,중국,러시아,"
BE_LiST21-0204,314,경희대학교한방병원,한방병원,서울특별시,동대문구,이문1동,임영진,서울특별시 동대문구 경희대로 23 경희의료원,"일본,중국,러시아,"
BE_LiST21-0205,316,피어나의원,의원,서울특별시,강남구,논현1동,최호성,"서울특별시 강남구 봉은사로 111, 8층(논현동, ES빌딩)","일본,중국,몽골,"
BE_LiST21-0206,317,마노메디비뇨기과,의원,서울특별시,강남구,논현1동,전훈석,서울특별시 강남구 논현동 142-2 정일빌딩 201호,"미국,일본,중국,"
BE_LiST21-0207,319,더블유와이치과의원,치과의원,서울특별시,강남구,압구정동,유원희,"서울특별시 강남구 선릉로 805, W빌딩2층 (신사동)","미국,"
BE_LiST21-0208,320,디알피부과의원,의원,서울특별시,강남구,논현1동,방숙현,"서울특별시 강남구 도산대로 134, 페이토빌딩14층(논현동)",
BE_LiST21-0209,322,키스유성형외과의원,의원,서울특별시,강남구,역삼1동,이주혁,"서울특별시 강남구 테헤란로 121 (역삼동, 원빌딩 14층)","일본,중국,"
BE_LiST21-0210,328,한양대학교병원,상급종합병원,서울특별시,성동구,사근동,권성준,서울특별시 성동구 행당동 17,"미국,중국,러시아,몽골,"
BE_LiST21-0211,329,뷰성형외과,의원,서울특별시,강남구,역삼1동,최순우,서울특별시 강남구 역삼동 821 11층,
BE_LiST21-0212,337,예스(YES)성형외과,의원,서울특별시,강남구,압구정동,유창우외1명,서울특별시 강남구 논현로 804 서울빌딩 2층(신사동),"일본,중국,"
BE_LiST21-0213,339,쁘띠노블성형외과,의원,서울특별시,서초구,서초2동,고익수,서울특별시 서초구 서초2동 1319-13 서초현대타워212~215호,
BE_LiST21-0214,342,서울필치과의원,치과의원,서울특별시,강남구,대치4동,권영대,서울특별시 강남구 대치동 889-13 금강타워 401호,"미국,일본,중국,"
BE_LiST21-0215,346,세련피부과,의원,서울특별시,강남구,논현2동,최은선,"서울특별시 강남구 논현동 241-1 강남파라곤 S동 201-1,2호","미국,일본,중국,러시아,몽골,"
BE_LiST21-0217,352,DR.홍내과의원(Seoul PET/CT Center),의원,서울특별시,강남구,논현2동,홍기석,서울특별시 강남구 논현동 64-25,"미국,일본,"
BE_LiST21-0218,356,연세대학교의과대학세브란스병원,상급종합병원,서울특별시,서대문구,신촌동,정남식,서울특별시 서대문구 연세로 50-1(신촌동),"미국,일본,러시아,"
BE_LiST21-0219,357,서울아산병원,상급종합병원,서울특별시,송파구,풍납2동,박성욱,서울특별시 송파구 풍납동 388-1,"미국,일본,중국,러시아,중동,몽골,"
BE_LiST21-0220,360,연세대학교치과대학치과병원,치과병원,서울특별시,서대문구,신촌동,정남식,서울특별시 서대문구 연세로 50-1(신촌동),"미국,러시아,중동,몽골,"
