hospital_key,hospital_register_num,hospital_name,hospital_category,hospital_si,hospital_gu,hospital_dong,hospital_ceo,hospital_address,hospital_nation
BE_LiST21-1460,4074,별이성형외과,의원,서울특별시,강남구,청담동,홍왕광,"서울특별시 강남구 도산대로 443 청담빌딩 3,4층","중국,"
BE_LiST21-1461,4055,허윞업신경외과의원,의원,서울특별시,강남구,도곡1동,안계훈,서울특별시 강남구 강남대로 254 용문빌딩 4층,"중국,러시아,몽골,"
BE_LiST21-1462,4052,더마주피부과의원,의원,서울특별시,강남구,삼성1동,김주영,서울특별시 강남구 영동대로 607 랜드마크빌딩,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1463,4081,아이템의원피부과,의원,서울특별시,강남구,논현1동,이진화,서울특별시 강남구 도산대로 134,"미국,중국,"
BE_LiST21-1464,4078,정다운임치과의원,치과의원,서울특별시,중랑구,중화2동,강철규,"중랑구 중랑역로 51, 대종빌딩 3층",
BE_LiST21-1465,4084,스타동안피부과의원,의원,서울특별시,서초구,잠원동,최호철,서울시 서초구 잠원동 6-1 리버사이드호텔 5층 스타동원피부과의원,
BE_LiST21-1466,4088,디테일의원,의원,서울특별시,강남구,논현2동,김진명,서울시 강남구 논현동 61-6번지 지안빌딩 2층,"일본,중국,몽골,"
BE_LiST21-1467,4083,압구정현치과의원,치과의원,서울특별시,강남구,신사동,박현,서울특별시 강남구 압구정로 164 아세아빌딩,
BE_LiST21-1326,3747,제이엠제이의원,의원,서울특별시,강남구,압구정동,박주연,서울특별시 강남구 신사동 659-13 3층,"중국,러시아,"
BE_LiST21-1327,3763,담의원,의원,서울특별시,강남구,삼성1동,김홍두,서울특별시 강남구 삼성로126길 6 보고재빌딩 B2,"미국,중국,"
BE_LiST21-1328,3767,씨앤씨피부과,의원,서울특별시,서초구,서초4동,서광석,서울특별시 서초구 서초중앙로24길 27 G-5 센트럴프라자 202호,"미국,일본,중국,"
BE_LiST21-1329,3804,현명의원,의원,서울특별시,중구,소공동,김상현외1명,서울특별시 중구 서소문로 120 ENA빌딩 3층,"중국,몽골,베트남,"
BE_LiST21-1330,3756,정해복지부설한신메디피아의원,의원,서울특별시,서초구,반포3동,강대기,서울특별시 서초구 잠원로 94 한신빌딩 2층,"미국,일본,중국,러시아,몽골,"
BE_LiST21-1331,3762,모즈치과의원,의원,서울특별시,강남구,청담동,박정혜,서울특별시 강남구 압구정로80길 35,"중국,"
BE_LiST21-1332,3761,강남세란의원,의원,서울특별시,서초구,방배3동,김수연,서울특별시 서초구 효령로34길 7 정서빌딩 2층,"미국,일본,중국,"
BE_LiST21-1333,3790,앙상블여성의원,의원,서울특별시,송파구,잠실2동,김재호,서울특별시 송파구 잠실동 22-6 리센츠,
BE_LiST21-1334,3765,아름다운세상성형외과의원,의원,서울특별시,강남구,논현1동,주창기,서울특별시 강남구 도산대로 122 에메랄드타워,"미국,일본,중국,러시아,몽골,"
BE_LiST21-1335,3811,크림치과의원,치과의원,서울특별시,강남구,역삼1동,김정란,서울특별시 강남구 테헤란로 139 신중앙빌딩 8층,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1336,3771,어제오늘 성형외과,의원,서울특별시,강남구,논현1동,윤형노,서울시 강남구 학동로 6길 42. 4층,"일본,중국,몽골,"
BE_LiST21-1337,3774,강원경성형외과,의원,서울특별시,서초구,잠원동,강원경,서울특별시 서초구 강남대로 603 인성빌딩,"중국,몽골,베트남,"
BE_LiST21-1338,3775,신창한의원,한의원,서울특별시,강남구,삼성2동,윤종성,서울특별시 강남구 선릉로122길 4,"미국,일본,중국,"
BE_LiST21-1339,3770,남기세병원,병원,서울특별시,강동구,길동,남기세,서울특별시 강동구 천호대로 1133,"일본,몽골,베트남,"
BE_LiST21-1340,3776,루비성형외과,의원,서울특별시,강남구,논현1동,우은경,서울시 강남구 논현동 1-3 렉스타워 9층.10층,
BE_LiST21-1341,3768,이삭치과의원,치과의원,서울특별시,서초구,서초3동,이용현,서울특별시 서초구 서초대로 270 서보빌딩,
BE_LiST21-1342,3791,스노우성형외과,의원,서울특별시,강남구,역삼1동,박상은,"서울시 강남구 테헤란로110 (역삼동,캠브리지빌딩) 6층","미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1343,3788,한가인성형외과의원,의원,서울특별시,서초구,서초4동,조중훈,서울특별시 서초구 강남대로 435 주류성빌딩 14층,"미국,일본,중국,몽골,베트남,"
BE_LiST21-1344,3786,엔치과의원,치과의원,서울특별시,서초구,서초4동,남경수,서울특별시 서초구 강남대로 405 통영빌딩 5층,"미국,일본,중국,러시아,몽골,베트남,"
BE_LiST21-0620,1999,의료법인명경의료재단꽃마을한방병원,한방병원,서울특별시,서초구,서초1동,황경식,서울특별시 서초구 서초동 1656-4 롯데캐슬메디치 5층,"미국,일본,중국,러시아,"
BE_LiST21-0621,2022,압구정YK성형외과,의원,서울특별시,강남구,신사동,김용규,서울특별시 강남구 압구정로 166(신사동),
BE_LiST21-1348,3793,미소채움의원,의원,서울특별시,강남구,논현1동,최성덕,서울특별시 강남구 강남대로 596 극동빌딩 1F,"중국,"
BE_LiST21-1389,3919,동부사과나무치과의원,치과의원,서울특별시,중랑구,망우본동,김경섭,서울특별시 중랑구 망우로 505 2층,"중국,러시아,"
BE_LiST21-1390,3899,더베스트여성의원,의원,서울특별시,강남구,논현1동,이영민,"서울특별시 강남구 강남대로 596 502호 (논현동, 극동I&D빌딩)",
BE_LiST21-1391,3900,플러스마이너스한의원,한의원,서울특별시,서초구,반포4동,김장선,"서울시 서초구 서초중앙로 253, 3층","일본,중국,중동,"
BE_LiST21-1392,4010,코엔아이성형외과,의원,서울특별시,강남구,신사동,이성길,서울시 강남구 신사동 583-1,"중국,"
BE_LiST21-1393,3911,두드림성형외과의원,의원,서울특별시,강남구,역삼1동,이성환,"서울 강남구 테헤란로 105, 역삼동 A타워 10,11층","미국,중국,러시아,"
BE_LiST21-1394,3904,서울비뇨기과 마포공덕점,의원,서울특별시,마포구,도화동,민선호,서울특별시 마포구 새창로 11  공덕빌딩 6층,"중국,"
BE_LiST21-1395,3905,아이피웰의원,의원,서울특별시,용산구,한남동,이신숙,서울특별시 용산구 이태원로 221 아이피부티크호텔 2층,"중국,몽골,베트남,"
BE_LiST21-1396,3909,닥터비의원,의원,서울특별시,강남구,대치2동,김인상,서울특별시 강남구 삼성로 212 은마상가A-238,"중국,"
BE_LiST21-1397,3925,자임당,한의원,서울특별시,강남구,논현2동,정현재,서울특별시 강남구 논현로 610 석상빌딩,"미국,일본,중국,"
BE_LiST21-1398,3929,그림 성형외과,의원,서울특별시,강남구,논현1동,구상환,서울특별시 강남구 도산대로 134 페이토 빌딩6층,"중국,"
BE_LiST21-1399,3947,청담 이지함 성형외과,의원,서울특별시,강남구,청담동,지용훈,"서울 특별시 강남구 삼성로 772, 7층 (청담동)","미국,중국,몽골,베트남,"
BE_LiST21-1400,3918,김수균외과의원,의원,서울특별시,강남구,대치2동,김수균,서울특별시 강남구 영동대로 342 덕유빌딩6층,"미국,중국,"
BE_LiST21-1401,3920,백동한의원,한의원,서울특별시,구로구,구로5동,곽계원,"서울특별시 구로구 구로중앙로 134 (구로동, 나인스에비뉴 B1)","중국,"
BE_LiST21-1402,3921,반에이치의원,의원,서울특별시,강남구,논현1동,이재철,서울특별시 강남구 논현로 609 정빌딩 5층,"중국,러시아,중동,몽골,베트남,"
BE_LiST21-1403,3954,톡스미의원,의원,서울특별시,강남구,역삼1동,고상현,서울특별시 강남구 테헤란로 101 이즈타워 1301호 톡스미의원,"미국,일본,중국,"
BE_LiST21-1404,3951,이강원성형외과의원,의원,서울특별시,강남구,청담동,이강원,서울 강남구 삼성로 741  덕암빌딩 5층,"미국,중국,"
BE_LiST21-1405,3927,강남성모정형외과의원,의원,서울특별시,동작구,사당1동,정대영,서울특별시 동작구 동작대로 89  골든시네마타워6층 602호,
BE_LiST21-1406,3941,로블에비뉴의원,의원,서울특별시,강남구,논현1동,나윤채,서울특별시 강남구 도산대로 108 렉스타워 6층 로블에비뉴의원,"중국,"
BE_LiST21-1407,3937,봄날성형외과의원,의원,서울특별시,강남구,신사동,조임철,강남구 신사동 581-8,"일본,중국,베트남,"
BE_LiST21-1408,3965,임플라인치과강남본점,의원,서울특별시,강남구,삼성1동,유종균,서울특별시 강남구 테헤란로 87길 33 융전빌딩 2층,
BE_LiST21-1409,3955,압구정오라클치과의원,치과의원,서울특별시,강남구,압구정동,이종국,서울특별시 강남구 압구정로30길 23  미승빌딩 6층,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1410,3956,강남고운미소365치과,치과의원,서울특별시,서초구,서초2동,홍경식외1명,서울특별시 서초구 강남대로 375 서초현대타워아파트 3층,"미국,일본,중국,러시아,"
BE_LiST21-1411,3958,성모아이안과,병원,서울특별시,서초구,서초4동,박경진,서울특별시 서초구 강남대로 405 통영빌딩,"중국,러시아,몽골,"
BE_LiST21-1412,4060,차앤박피부과의원,의원,서울특별시,강남구,도곡1동,차미경,서울특별시 강남구 강남대로 248 목원빌딩 3층,"미국,중국,"
BE_LiST21-1413,3981,유민한의원,한의원,서울특별시,송파구,잠실6동,유민희,서울특별시 송파구 신천동 올림픽로35가길 9 207호,"미국,일본,중국,러시아,중동,몽골,"
BE_LiST21-1414,3962,건강한 성심의원,의원,서울특별시,중랑구,망우본동,한국경,서울시 중랑구 망우본동 465-13,"중국,"
BE_LiST21-1415,3994,최명훈산부인과,의원,서울특별시,동대문구,장안2동,최명훈,서울특별시 동대문구 장안동 330-1(우편번호130-100),"중국,"
BE_LiST21-1416,4013,모락한의원,한의원,서울특별시,강남구,역삼1동,이성환,서울특별시 강남구 테헤란로 123 여삼빌딩 14층 모락한의원,
BE_LiST21-1417,3988,경희숨편한한의원,한의원,서울특별시,서초구,서초3동,황준호,서초구 서초중앙로 89 미래빌딩 2층,
BE_LiST21-1418,3985,강남비에스안과,의원,서울특별시,강남구,역삼1동,현준일,서울특별시 강남구 역삼동 825-13 강남센터빌딩 10층,
BE_LiST21-1419,3976,맑은사람한의원,한의원,서울특별시,강남구,청담동,허성식,서울특별시 강남구 삼성로 133길 17,
BE_LiST21-1420,3982,박진석성형외과의원,의원,서울특별시,강남구,신사동,박진석,강남구 논현로 841 제이비미소빌딩 B111,"미국,중국,"
BE_LiST21-1421,3980,후한의원,한의원,서울특별시,강남구,신사동,이현미,"서울특별시 강남구 논현로167길 17,3층(신사동, 광림빌딩)","미국,일본,중국,러시아,베트남,"
BE_LiST21-1422,3979,미래솔한의원,한의원,서울특별시,중구,명동,양승인,서울특별시 중구 명동8가길 27 9층,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1423,3986,더블유성형외과,의원,서울특별시,강남구,압구정동,박봉권,서울특별시 강남구 논현로 824 동양빌딩,
BE_LiST21-1424,3996,심정병원,병원,서울특별시,관악구,신사동,심정현,서울특별시 관악구 남부순환로 1485 삼남빌딩 2F~6F,"중국,러시아,"
BE_LiST21-1425,3992,제이제이서연외과의원,의원,서울특별시,서초구,서초4동,박태준,서울특별시 서초구 강남대로 421 삼영빌딩 8층 제이제이서연모발외과,"미국,일본,중국,러시아,중동,"
BE_LiST21-1426,4004,벨라쥬여성의원,의원,서울특별시,강남구,논현2동,서창식,서울특별시 강남구 언주로 640 임페리얼팰리스호텔 신관 5층,"중국,러시아,몽골,베트남,"
BE_LiST21-1349,3796,서울N비뇨기과의원,의원,서울특별시,강남구,역삼1동,이준형,"서울특별시 강남구 강남대로 376 (12층, 역삼동)","미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1350,3801,모아한의원,한의원,서울특별시,중랑구,상봉1동,신준우,서울특별시 중랑구 망우로 377 성환빌딩,"일본,중국,몽골,"
BE_LiST21-1351,3808,하피스의원,의원,서울특별시,중구,명동,김은상,서울특별시 중구 을지로 30 롯데호텔본관 6층,
BE_LiST21-1352,3833,윈의원(압구정),의원,서울특별시,강남구,신사동,조은주,"서울특별시 강남구 논현로 841 제이비 미소빌딩 B113,B114","일본,중국,"
BE_LiST21-1353,3832,윈의원(마포점),의원,서울특별시,마포구,서교동,김현주,서울특별시 마포구 신촌로 88 태영빌딩 2층,"일본,중국,"
BE_LiST21-1355,3805,연세라미슈의원,의원,서울특별시,강남구,도곡1동,윤경훈,"서울 강남구 남부순환로 2609, 2층 (도곡동)","중국,"
BE_LiST21-1356,3810,비포앤애프터의원,의원,서울특별시,강남구,청담동,김중훈,서울특별시 강남구 압구정로 445 다이애나빌딩 6층.7층,"미국,중국,"
BE_LiST21-1357,3812,깔리아덴치과의원,치과의원,,,,김태우,,"미국,중국,러시아,"
BE_LiST21-1358,3828,리뉴라인의원,의원,서울특별시,강남구,청담동,최재영,서울특별시 강남구 도산대로 410 유니트 빌딩 13층,"중국,"
BE_LiST21-1359,3824,아이피스마트의원,의원,서울특별시,용산구,한남동,이장춘,서울특별시 용산구 이태원로 221 아이피부티크호텔 2층,
BE_LiST21-1360,3821,연세뉴라인의원,의원,서울특별시,중구,명동,허준,서울특별시 중구 퇴계로 123 하이헤리엇,"미국,일본,중국,"
BE_LiST21-1361,3827,쁘띠퀸의원,의원,서울특별시,강남구,역삼1동,곽은영,서울특별시 강남구 강남대로 468 충림빌딩 7층,"미국,일본,중국,중동,몽골,"
BE_LiST21-1362,3831,서서울병원,병원,서울특별시,서대문구,북아현동,윤다현,서울특별시 서대문구 신촌로37길 10,
BE_LiST21-1363,3835,라미체성형외과의원,의원,서울특별시,송파구,잠실본동,민희준,송파구 백제고분로7길 14 태원빌딩 4층,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1364,3843,위드유의원,의원,서울특별시,영등포구,영등포동,이용귀,서울특별시 영등포구 영신로 238 미소로프라자 2층,
BE_LiST21-1365,3836,비엔성형외과의원,의원,서울특별시,강남구,역삼1동,이중근외1명,서울특별시 강남구 강남대로 468  충림빌딩 6층,"미국,일본,중국,중동,"
BE_LiST21-1366,3842,변한의원,한의원,서울특별시,강남구,대치1동,변기원,서울특별시 강남구 남부순환로 2911 청우빌딩,"미국,일본,중동,몽골,"
BE_LiST21-1367,3839,제이준 성형외과,의원,서울특별시,강남구,역삼1동,박형준,"서울시 강남구 논현로 530(역삼동 , 행산빌딩 전층)","미국,중국,베트남,"
BE_LiST21-1368,3871,케이치과병원,치과병원,서울특별시,송파구,잠실6동,김미애,서울특별시 송파구 올림픽로 319 새마을 교통회관,
BE_LiST21-1369,3848,루시아치과,치과의원,서울특별시,강남구,논현2동,정수용,서울특별시 강남구 도산대로 226 지안빌딩,"중국,"
BE_LiST21-1370,3861,리벨로산부인과,의원,서울특별시,강남구,압구정동,모형진,서울특별시 강남구 논현로168길 35 목산빌딩,"미국,일본,중국,러시아,몽골,중동"
BE_LiST21-1371,3846,미드림치과의원,치과의원,서울특별시,서초구,방배1동,박노진,서울특별시 서초구 방배로 83 삼중빌딩 202호,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1372,3818,은피부과의원,의원,서울특별시,강남구,청담동,김태은,서울특별시 강남구 선릉로 822 유리빌딩,
BE_LiST21-1373,3851,앤써성형외과,의원,서울특별시,강남구,역삼1동,최민,강남구 역삼동 822-1 강남 A 타워 6층,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1374,3852,연세손유나의원,의원,서울특별시,강남구,압구정동,손유나,서울시 강남구 도산대로 49길 11(신사동) 3층,"미국,중국,"
BE_LiST21-1375,3858,수려한치과의원,치과의원,서울특별시,중구,광희동,정현수,퇴계로 320번지,"미국,일본,중국,러시아,몽골,베트남,"
BE_LiST21-1376,3869,가로수성형외과,기타,서울특별시,강남구,논현1동,박장우,"서울시 강남구 도산대로 108 (논현동) 렉스타워 7,8층","중국,"
BE_LiST21-1378,3896,청담엘스킨의원,의원,서울특별시,강남구,논현2동,김세진,서울특별시 강남구 학동로 337 M타워 8층 청담엘스킨의원,"일본,중국,베트남,"
BE_LiST21-1379,3938,윌 성형외과 의원,의원,서울특별시,서초구,서초4동,위형곤,서울특별시 서초구 강남대로 437 대원빌딩 8층,"미국,일본,중국,몽골,베트남,"
BE_LiST21-1380,3878,스노우화이트치과의원,치과의원,서울특별시,서초구,잠원동,복성철,"서울특별시 서초구 강남대로 557 (잠원동, 성한빌딩 5층,6층)","미국,일본,중국,러시아,"
BE_LiST21-1381,3880,자이비뇨기과의원,의원,서울특별시,강남구,삼성1동,이병기,서울시 강남구 삼성동 158-10 마젤란빌딩 205호,"중국,몽골,"
BE_LiST21-1382,3881,디케이성형외과,의원,서울특별시,강남구,압구정동,한동균,서울시 강남구 신사동 595번지,"미국,일본,중국,"
BE_LiST21-1383,3897,최원호병원,병원,서울특별시,은평구,녹번동,최원호,서울특별시 은평구 서오릉로 45  최원호병원,"중국,몽골,"
BE_LiST21-1384,3888,미자인에스의원,의원,서울특별시,강남구,청담동,한용운,서울특별시 강남구 도산대로 423 1층 미자인에스의원,"미국,일본,중국,러시아,중동,몽골,"
BE_LiST21-1385,3903,임규성한의원,한의원,서울특별시,강남구,신사동,임규성,서울특별시 강남구 논현로167길 19,
BE_LiST21-1386,3887,피아노치과,의원,서울특별시,서초구,서초3동,김현성,서울특별시 서초구 서초중앙로 117,
BE_LiST21-1387,3914,리본성형외과의원,의원,서울특별시,강남구,논현1동,박재현,서울시 강남구 도산대로 110 KBL 센터 2층,"미국,일본,중국,중동,베트남,"
BE_LiST21-1388,3924,지앤영피부과의원,의원,서울특별시,서초구,서초2동,박지영,서울특별시 서초구 강남대로 341 삼원빌딩 4층,
BE_LiST21-1194,3506,토론토사랑치과의원,치과의원,서울특별시,관악구,청림동,박헌동,서울특별시 관악구 봉천동 1000 현대상가B-202호,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1195,3520,케이스타성형외과의원,의원,서울특별시,강남구,역삼1동,차원재,서울특별시 강남구 강남대로 390  미진프라자 3층,"중국,러시아,몽골,베트남,"
BE_LiST21-1196,3511,예움한의원,한의원,서울특별시,강서구,염창동,정영민,"서울특별시 강서구 양천로 699 (영창동,새마을금고2층)","미국,일본,중국,러시아,중동,베트남,"
BE_LiST21-1197,3518,경희두드림한의원,한의원,서울특별시,송파구,방이1동,김동민,"서울특별시 송파구 위례성대로18길 31 -20 (방이동,501호)",
BE_LiST21-1198,3510,케이앤에스성형외과의원,의원,서울특별시,강남구,역삼1동,김영수,"서울특별시 강남구 봉은사로 140 (역삼동,마에스트로빌딩지하1층,1층,2층)","미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1199,3516,세이지의원,의원,서울특별시,강남구,청담동,이경수,서울특별시 강남구 선릉로162길 3 (청담동),"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1200,3525,성모맑은눈안과,의원,서울특별시,송파구,잠실본동,임석범,서울 송파구 잠실동 184-21 서경빌딩 3층,"중국,"
BE_LiST21-1201,3513,청담에버라인의원,의원,서울특별시,강남구,청담동,강재구,"서울특별시 강남구 선릉로 830 (청담동,공신진흥빌딩6층)","중국,베트남,"
BE_LiST21-1202,3519,아름다운성형외과,의원,서울특별시,은평구,불광2동,손상섭,서울특별시 은평구 연서로 246 타워크리닉 702호,"미국,일본,중국,러시아,베트남,"
BE_LiST21-1203,3522,동서융합한방병원,병원,서울특별시,양천구,목3동,김문주,서울특별시 양천구 등촌로 230,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1204,3523,제이엘의원,의원,서울특별시,강남구,압구정동,정이호,서울특별시 강남구 도산대로 307 백영빌딩 8층 801호 제이엘의원,"일본,중국,러시아,"
BE_LiST21-1205,3527,멘토의원,의원,서울특별시,강남구,대치2동,전상훈,"서울시 강남구 삼성로 314, 5층(대치동, 보양빌딩)","중국,"
BE_LiST21-1206,3526,강남연세성형외과의원,의원,서울특별시,강남구,역삼1동,정재헌,서울특별시 강남구 테헤란로 101 이지타워 7층,"중국,"
BE_LiST21-1207,3530,연세에이스치과의원,치과의원,서울특별시,영등포구,문래동,유창모,서울특별시 영등포구 경인로 775 에이스하이테크시티,
BE_LiST21-1208,3529,동대문시카고치과의원,치과의원,서울특별시,중구,광희동,김재민,서울시 중구 을지로 255 기승빌딩 5층,"일본,중국,러시아,몽골,"
BE_LiST21-1209,3524,동감한의원,한의원,서울특별시,광진구,화양동,주대환,서울특별시 광진구 화양동 49-11 2층,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1210,3537,에이레벨치과,치과의원,서울특별시,서초구,잠원동,박원,서울특별시 서초구 강남대로 605 세양21세기 휴먼TOWER 3층,"미국,일본,중국,"
BE_LiST21-1211,3560,참포도나무병원,병원,서울특별시,서초구,양재1동,이동엽,"서울특별시 서초구 바우뫼로35길 32 (양재동,  샤론의꽃빌딩)","중국,러시아,몽골,베트남,"
BE_LiST21-1212,3535,혜인한의원,한의원,서울특별시,강남구,대치4동,김소형,서울특별시 강남구 도곡로 405 삼환 아르누보2  205,"미국,중국,중동,"
BE_LiST21-1213,3542,잘봄경희한의원,한의원,서울특별시,송파구,송파2동,박우람,서울특별시 송파구 가락로 164 파인힐빌딩 2층,"미국,"
BE_LiST21-1214,3541,보산한의원,한의원,서울특별시,강남구,대치2동,정용발,서울특별시 강남구 삼성로 212 은마아파트,"중국,"
BE_LiST21-1215,3548,까치한의원,한의원,서울특별시,강서구,화곡3동,최윤용,서울특별시 강서구 강서로 247  3층,"중국,"
BE_LiST21-1216,3553,코디성형외과의원,의원,서울특별시,서초구,서초4동,하상욱,"서울특별시 서초구 강남대로 423, 5층(서초동, 한승빌딩)","미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1217,3546,당산오플란트치과의원,치과의원,서울특별시,영등포구,당산1동,정찬세,"서울특별시 영등포구 당산로 118 ,대흥빌딩2층","미국,중국,"
BE_LiST21-1219,3671,매직키스치과의원,치과의원,서울특별시,강남구,신사동,정유미,강남구 신사동 579-3번지 베네하임시티 지하 1층,
BE_LiST21-1220,3552,더새로이의원(강남새로이의료생활협동조합),의원,서울특별시,서초구,서초4동,안수미,서울특별시 서초구 서초대로73길 42 강남역리가스퀘어 3층,"중국,몽골,"
BE_LiST21-1221,3558,지움성형외과,의원,서울특별시,강남구,논현1동,백인구,"강남구 논현동 4번지 에메랄드빌딩 3층,5층","미국,일본,중국,러시아,베트남,"
BE_LiST21-1222,3556,강남삼성라마르의원,의원,서울특별시,강남구,삼성2동,오일영,서울특별시 강남구 테헤란로 403 리치타워,"중국,"
BE_LiST21-1223,3559,하랑한의원,한의원,서울특별시,강남구,역삼1동,박용환,서울특별시 강남구 테헤란로 152 강남파이낸스센터 지하2층,
BE_LiST21-1225,3567,디럭스성형외과의원,의원,서울특별시,서초구,서초4동,노상훈,서울시 서초구 서초동 1305-5 주류성빌딩 11층,"미국,일본,중국,중동,몽골,베트남,"
BE_LiST21-1226,3564,우리성형외과의원,병원,서울특별시,강남구,역삼1동,임평진,서울특별시 강남구 논현로 518 여산빌딩 6층,"중국,몽골,"
BE_LiST21-1227,3563,수명산경희한의원,한의원,서울특별시,강서구,발산1동,이규선,서울특별시 강서구 수명로 76,"미국,일본,중국,러시아,"
BE_LiST21-1228,3568,청담산부인과외과의원,의원,서울특별시,강남구,청담동,김민우,서울시 강남구 청담동 46-19,"일본,중국,러시아,"
BE_LiST21-1229,3570,재단법인자생의료재단잠실자생한의원,한의원,서울특별시,송파구,잠실3동,신민식,서울특별시 송파구 올림픽로 240 롯데월드,"미국,일본,중국,러시아,"
BE_LiST21-1230,3586,하이맨비뇨기과의원,의원,서울특별시,강남구,논현2동,전병주,"서울특별시 강남구 학동로 235 (논현동, 영일빌딩 3층)",
BE_LiST21-1231,3562,씨케이성형외과의원,의원,서울특별시,서초구,잠원동,김현철,서울특별시 서초구 강남대로 613 성락빌딩,
BE_LiST21-1272,3658,제이드치과의원,치과의원,서울특별시,서초구,잠원동,신명주,서울시 서초구 잠원동 12-25 K타워 7층 제이드치과,"미국,일본,중국,"
BE_LiST21-1273,3661,클라쎄 성형외과,의원,서울특별시,강남구,청담동,김정민,서울특별시 강남구 삼성로 772   703호~ 705호,
BE_LiST21-1274,3673,스타엠의원,의원,서울특별시,강남구,신사동,민영기,"서울특별시 강남구 강남대로 616 신사미타워, 1302","중국,"
BE_LiST21-1275,3666,트임성형외과의원,의원,서울특별시,강남구,역삼1동,권봉식,서울시 강남구 역삼동 816-3 창림빌딩 6층,"미국,중국,"
BE_LiST21-1276,3664,데일리성형외과,의원,서울특별시,강남구,논현1동,이승종,서울특별시 강남구 강남대로 476 urbanhive(논현동 7층),"중국,"
BE_LiST21-1277,3672,포에버치과,치과의원,서울특별시,강남구,논현1동,김연희,"서울 강남구 봉은사로 111, 7층","미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1278,3700,강남안성형외과의원,의원,서울특별시,강남구,신사동,안성봉,서울 강남구 신사동 575번지 극동빌딩 B-901호,"일본,중국,러시아,"
BE_LiST21-1279,3682,셀피아의원,의원,서울특별시,강남구,역삼2동,조찬호,서울특별시 강남구 언주로 413 태현빌딩 3층,"미국,일본,중국,"
BE_LiST21-1280,3675,더씨엘의원,의원,서울특별시,강남구,청담동,이승윤,강남구 청담동 80-10번지 뻬띠앙뜨사옥 3층,"미국,일본,중국,"
BE_LiST21-1281,3674,화이트드림치과,치과의원,서울특별시,강남구,역삼1동,박제현,서울특별시 강남구 테헤란로 108 테헤란빌딩 5층,"미국,일본,중국,러시아,중동,몽골,베트남,"
BE_LiST21-1282,3679,숨수면의원,의원,서울특별시,강남구,논현1동,이종우,"서울특별시 강남구 도산대로 134  (논현동, 페이토빌딩 10층)","미국,일본,중국,"
BE_LiST21-1283,3704,목적이이끄는치과,치과의원,서울특별시,마포구,서강동,원치윤,서울특별시 마포구 서강로 60 미지빌딩 4층,"미국,"
BE_LiST21-1285,3690,홈플란트치과의원,치과의원,서울특별시,서초구,서초1동,박광용,서울시 서초구 서초대로 54길 24 5층,
BE_LiST21-1286,3684,베버리힐스치과의원,치과의원,서울특별시,서초구,반포1동,김재영,서울특별시 서초구 강남대로 503 청하빌딩,
BE_LiST21-1287,3686,에스피메이린의원,의원,서울특별시,강남구,삼성2동,최혜영,"서울특별시 강남구 삼성로635 (삼성동,2층)","중국,"
BE_LiST21-1288,1348,재시아성형외과의원,의원,서울특별시,강남구,청담동,한재식,서울특별시 강남구 압구정로 445 다이아나 빌딩 4층,"일본,중국,몽골,"
BE_LiST21-1289,3688,포에버의원,병원,서울특별시,중구,회현동,정석,서울특별시 중구 한강대로 416 서울스퀘어,"일본,"
BE_LiST21-1290,3693,에스엠성형외과,병원,서울특별시,서초구,서초4동,이무영,서울특별시 서초구 강남대로 435 주류성빌딩 9층,"미국,중국,"
BE_LiST21-1291,3695,내이처럼치과의원,치과의원,서울특별시,관악구,남현동,옥용주,서울특별시 관악구 과천대로 939 르메이에르강남타운2,"미국,일본,중국,"
BE_LiST21-1292,3689,보니따의원,의원,서울특별시,서초구,잠원동,정광섭,서울특별시 서초구 강남대로 565  미래빌딩 3층,"미국,일본,중국,러시아,몽골,베트남,"
BE_LiST21-1293,3685,케이스타성형외과의원,의원,서울특별시,강남구,역삼1동,박근호,서울특별시 강남구 역삼동 825 미진프라자 3층,
BE_LiST21-1294,3694,이용선메디의원,의원,서울특별시,동대문구,장안1동,이용선,서울특별시 동대문구 장한로25길 2,"중국,"
BE_LiST21-1295,3699,비포앤애프터성형외과의원,의원,서울특별시,강남구,청담동,김준성,서울특별시 강남구 압구정로 445 다이애나빌딩7층(일부),"미국,중국,러시아,몽골,베트남,"
BE_LiST21-1296,3698,클린외과의원,의원,서울특별시,서초구,반포1동,이채영,서울특별시 서초구 사평대로 371 현철빌딩 5층 클린외과,"중국,"
